#,Question,correct_query,generated_query,temp_0.2,temp_0.4,temp_0.6
36,Which participant has the least total processing time?,"SELECT participant_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time ASC LIMIT 1","SELECT participant_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time ASC LIMIT 1 ""","SELECT participant_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time ASC LIMIT 1 ""","SELECT participant_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time ASC LIMIT 1 ""","SELECT participant_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time ASC LIMIT 1 """
37,Which participant has the highest total processing time?,"SELECT participant_name, SUM(processing_time) as total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time DESC LIMIT 1","SELECT participant_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time DESC LIMIT 1 ""","SELECT participant_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time DESC LIMIT 1 ""","SELECT participant_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time DESC LIMIT 1 ""","SELECT participant_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_processing_time DESC LIMIT 1 """
38,Which participant has the highest average processing time per case?,"SELECT participant_name as participant, SUM(processing_time)/count(DISTINCT case_id_value) AS avg_processing_per_case FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant ORDER BY avg_processing_per_case DESC LIMIT 1","SELECT participant_name, AVG(processing_time) AS avg_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY avg_processing_time DESC LIMIT 1 ""","SELECT participant_name, AVG(processing_time) AS avg_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY avg_processing_time DESC LIMIT 1 ""","SELECT participant_name, AVG(processing_time) AS avg_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY avg_processing_time DESC LIMIT 1 ""","SELECT participant_name, AVG(processing_time) AS avg_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY avg_processing_time DESC LIMIT 1 """
39,Which participant has the least average processing time per case?,"SELECT participant_name as participant,SUM(processing_time)/count(DISTINCT case_id_value)  AS avg_processing_per_case FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant ORDER BY avg_processing_per_case ASC LIMIT 1","SELECT participant_name, AVG(processing_time) AS avg_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY avg_processing_time ASC LIMIT 1 ""","SELECT participant_name, AVG(processing_time) AS avg_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY avg_processing_time ASC LIMIT 1 ""","SELECT participant_name, AVG(processing_time) AS avg_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY avg_processing_time ASC LIMIT 1 ""","SELECT participant_name, AVG(processing_time) AS avg_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY avg_processing_time ASC LIMIT 1 """
40,Which persona has the least total processing time?,"SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time ASC LIMIT 1","SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time ASC LIMIT 1 ""","SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time ASC LIMIT 1 ""","SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time ASC LIMIT 1 ""","SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time LIMIT 1 """
41,Which persona has the highest total processing time?,"SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time DESC LIMIT 1","SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time DESC LIMIT 1 ""","SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time DESC LIMIT 1 ""","SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time DESC LIMIT 1 ""","SELECT persona_name, SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_processing_time DESC LIMIT 1 """
42,Which participant has the highest total case touches,"SELECT participant_name, COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01'             AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY case_touch DESC LIMIT 1","SELECT participant_name, COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY case_touch DESC LIMIT 1 ""","SELECT participant_name, COUNT(DISTINCT case_id_value) AS case_touches FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY case_touches DESC LIMIT 1 ""","SELECT participant_name, COUNT(DISTINCT case_id_value) AS case_touches FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY case_touches DESC LIMIT 1 ""","SELECT participant_name, COUNT(DISTINCT(case_id_value)) AS total_case_touches FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_case_touches DESC LIMIT 1 """
43,Which participant has the least total case touches,"SELECT participant_name, COUNT(DISTINCT case_id_value) AS case_touches FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY case_touches ASC LIMIT 1","SELECT participant_name, COUNT(DISTINCT case_id_value) AS case_touches FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY case_touches ASC LIMIT 1 ""","SELECT participant_name, COUNT(DISTINCT case_id_value) AS case_touches FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY case_touches ASC LIMIT 1 ""","SELECT participant_name, COUNT(DISTINCT case_id_value) AS case_touches FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY case_touches ASC LIMIT 1 ""","SELECT participant_name, COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY case_touch ASC LIMIT 1 """
44,Which is the most common activity?,"SELECT activity_id, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_id ORDER BY count DESC LIMIT 1","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND activity_discovered_name IS NOT NULL GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 """
45,Which is the most common activity in a <specific persona>?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
46,Which is the least common activity?,"SELECT activity_id, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_id ORDER BY count ASC LIMIT 1","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count ASC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count ASC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count ASC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count LIMIT 1 """
47,Is mouse Scroll is used commonly,SELECT SUM(mouse_wheel) AS total_scroll FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND mouse_wheel > 0 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND mouse_wheel > 0 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND mouse_wheel > 0 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE mouse_wheel > 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 """
48,Which is the most common sequence of 4 activities?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
49,What is the average cases per day worked on?,SELECT COUNT(DISTINCT case_id_value)/COUNT(DISTINCT event_date) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS average_cases_per_day FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
50,What is the average cases per day worked on in a <specific persona>?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
51,Which participant has the highest total idle time?,"SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time DESC LIMIT 1","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time DESC LIMIT 1 ""","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time DESC LIMIT 1 ""","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time DESC LIMIT 1 ""","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time DESC LIMIT 1 """
52,Which participant has the least total Idle time ?,"SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time ASC LIMIT 1","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time ASC LIMIT 1 """
53,Which persona has the highest total idle time?,"SELECT persona_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_idle_time DESC LIMIT 1","SELECT persona_id, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_id ORDER BY total_idle_time DESC LIMIT 1 ""","SELECT persona_id, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_id ORDER BY total_idle_time DESC LIMIT 1 ""","SELECT persona_id, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_id ORDER BY total_idle_time DESC LIMIT 1 ""","SELECT persona_id, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_id ORDER BY total_idle_time DESC LIMIT 1 """
54,Which persona has the least total Idle time ?,"SELECT persona_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_name ORDER BY total_idle_time ASC LIMIT 1","SELECT persona_id, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_id ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT persona_id, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_id ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT persona_id, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_id ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT persona_id, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY persona_id ORDER BY total_idle_time ASC LIMIT 1 """
